tmdbId,genres
36648,"Action, Horror, Fantasy"
764,Horror
270487,"Comedy, Crime"
198277,"Comedy, Music, Romance, Drama"
417859,"Animation, Family, Fantasy, Adventure, Comedy"
321258,"Horror, Thriller, Mystery"
703,"Comedy, Drama, Romance"
9078,"Animation, Family"
9495,"Fantasy, Action, Thriller"
9313,"Adventure, Action, Drama"
13649,"Comedy, Drama, Family, Music, Romance, TV Movie"
189,"Crime, Action, Thriller"
71676,"Action, Fantasy, Thriller"
805,"Drama, Horror, Thriller"
41513,"Animation, Family, Adventure, Comedy, Fantasy"
257445,"Adventure, Horror, Comedy"
529203,"Animation, Family, Adventure, Fantasy, Comedy"
12153,"Comedy, Crime"
2832,"Mystery, Thriller"
2123,Comedy
9762,"Music, Drama, Romance, Crime"
40807,"Comedy, Drama"
9919,"Comedy, Romance"
9798,"Action, Drama, Thriller"
10330,"Comedy, Family, Fantasy"
10501,"Family, Adventure, Animation, Comedy, Fantasy"
296099,Comedy
10189,"Action, Comedy, Crime"
20766,"Adventure, Drama"
7350,"Drama, Comedy"
2898,"Drama, Comedy, Romance"
10661,"Comedy, Action"
829,"Crime, Drama, Mystery, Thriller"
19994,"Horror, Comedy"
7340,"Horror, Thriller"
346672,"Fantasy, Action, Thriller, Horror"
1948,"Action, Thriller, Crime"
77877,"Drama, Romance"
360920,"Animation, Family, Comedy, Fantasy"
3082,"Comedy, Drama"
1817,Thriller
4771,"Crime, Drama, Mystery"
10184,"Comedy, Romance, Drama"
16871,"Horror, Thriller"
23169,"Drama, Romance"
455207,"Comedy, Drama, Romance"
313297,"Animation, Adventure, Family"
343674,"Horror, Thriller"
401104,Drama
663,"Horror, Thriller, Crime"
193610,"Comedy, Romance"
449563,"Comedy, Fantasy, Romance"
9804,"Adventure, Action, Science Fiction"
1586,"Mystery, Thriller"
462919,"Comedy, Drama, Romance"
12437,"Fantasy, Action, Thriller"
22947,"Drama, Romance"
9739,"Crime, Action, Science Fiction"
371638,"Comedy, Drama"
11665,"Action, Comedy, Thriller"
4147,"Crime, Drama, Thriller"
419479,"Comedy, Horror"
136799,"Family, Animation, Fantasy, Adventure, Comedy, Music"
11887,"Comedy, Romance, Drama, Family, Music"
20943,"Comedy, Romance"
298250,"Horror, Mystery, Thriller"
37094,"Crime, Drama, Thriller"
41446,"Horror, Mystery"
2280,"Fantasy, Drama, Comedy, Romance, Family"
37136,"Comedy, Crime"
59961,"Action, Thriller"
446021,"Thriller, Drama, Mystery, Crime"
667538,"Action, Adventure, Science Fiction"
8271,"Thriller, Drama, Mystery"
5176,Western
308531,"Action, Adventure, Comedy, Family, Science Fiction"
4538,"Adventure, Drama, Comedy"
419478,"Romance, Drama"
819,"Crime, Drama, Thriller"
334,Drama
1213,"Thriller, Crime, Drama"
160588,Drama
44048,"Action, Thriller"
399170,"Comedy, Crime, Action, Drama"
73723,"Animation, Family"
232672,"Comedy, Romance"
204082,"Action, Thriller"
536554,"Science Fiction, Horror"
16320,"Science Fiction, Action, Adventure, Thriller"
172385,"Animation, Adventure, Comedy, Family"
15969,"Family, Adventure, Animation, Romance"
521029,"Horror, Mystery, Thriller"
35690,"Drama, Family, Romance"
7445,"Drama, Thriller, War"
400535,"Action, Crime, Thriller"
1992,"Horror, Action, Thriller"
881,Drama
44943,"Science Fiction, Action"
9481,"Drama, Mystery, Thriller, Crime"
423204,"Action, Thriller"
1246,Drama
277685,"Horror, Mystery, Thriller"
59962,"Action, Comedy, Romance"
10054,"Action, Comedy, Family, Adventure"
1955,"Drama, History"
4234,"Horror, Mystery"
57212,"War, History, Drama, Adventure"
109431,"Comedy, Crime"
239,"Comedy, Romance, Crime"
295964,Drama
9870,"Comedy, Romance, Drama"
457799,Crime
543540,"Romance, Comedy"
6023,"Drama, Romance"
353616,"Comedy, Music"
725201,"Action, Thriller"
512196,"Comedy, Horror, Science Fiction"
340102,"Science Fiction, Horror, Action, Mystery, Adventure"
11917,"Horror, Thriller, Crime"
400650,"Fantasy, Family, Comedy"
241,"Crime, Thriller, Drama"
55779,"Horror, Mystery"
72331,"Action, Fantasy, Horror"
942,"Action, Adventure, Comedy, Crime, Thriller"
252,"Family, Fantasy, Comedy"
1598,Thriller
314,"Action, Fantasy, Mystery, Crime"
871,"Science Fiction, Adventure, Drama, Action"
429197,"Comedy, Drama"
8487,"Action, Adventure, Comedy, Science Fiction, Western"
9291,Comedy
438148,"Animation, Comedy, Family"
1592,"Crime, Drama, Mystery, Thriller"
718789,"Animation, Action, Adventure, Family, Science Fiction"
77950,"Animation, Family"
259694,"Comedy, Romance"
23631,"Action, Comedy, Thriller"
817,"Adventure, Comedy, Crime, Science Fiction"
914,"Comedy, War"
499932,"Crime, Drama, Thriller"
12222,"Animation, Comedy, Family, Adventure, Fantasy"
244267,"Science Fiction, Drama"
39451,"Comedy, Romance"
62764,"Adventure, Comedy, Family, Fantasy"
9475,Drama
62214,"Animation, Comedy, Family"
37247,"Comedy, Drama, Romance"
11130,"Comedy, Drama, Family, Romance"
9032,"Comedy, Drama"
212778,Comedy
6795,"Science Fiction, Adventure, Family"
384521,"Horror, Science Fiction, Action, Thriller"
4257,Comedy
40805,"Action, Crime, Comedy"
10312,"Comedy, Drama"
15121,"Drama, Family, Music, Romance"
285783,"Drama, Crime, Comedy, Thriller"
9489,"Comedy, Romance"
46705,"Drama, Romance"
157433,"Horror, Thriller"
752623,"Action, Adventure, Comedy"
10948,"Adventure, Animation, Drama, Family"
19912,"Horror, Mystery"
274167,Comedy
796,"Drama, Romance"
298618,"Action, Adventure, Science Fiction"
9390,"Comedy, Drama, Romance"
793,"Crime, Mystery, Thriller"
27582,"Action, Thriller, Crime"
38408,"Comedy, Romance, Drama"
8367,"Action, Adventure, Drama, Romance"
77016,"Crime, Drama, Thriller"
1669,"Action, Adventure, Thriller"
50348,"Crime, Drama, Thriller"
228205,"Drama, Romance"
9362,"Horror, Action, Science Fiction"
1621,Comedy
2005,"Music, Comedy"
100042,Comedy
19959,"Science Fiction, Action, Thriller"
785084,Drama
6557,"Comedy, Romance"
664,"Action, Adventure, Drama"
238615,"Science Fiction, Mystery, Thriller, Action"
1375,Drama
399361,"Action, Thriller, Crime, Adventure"
5174,"Action, Comedy, Crime"
169,"Science Fiction, Action, Thriller"
109451,"Animation, Family, Comedy"
32856,"Comedy, Romance"
1443,"Drama, Romance"
18487,"Crime, Thriller, Action"
109421,"Thriller, Crime, Drama"
3034,Comedy
30497,Horror
455980,"Comedy, Action"
1370,"Action, Adventure, Thriller, War"
4995,Drama
470,"Drama, Crime, Thriller"
6075,"Crime, Drama, Romance, Thriller"
818,"Comedy, Crime, Science Fiction"
531309,"Horror, Science Fiction, Thriller, Mystery"
9506,Comedy
462,Drama
10521,"Comedy, Romance"
12133,Comedy
8967,"Drama, Fantasy"
10022,"Comedy, Family, Action"
872,"Comedy, Romance"
8619,"Adventure, Drama, War"
3050,"Comedy, Family, Fantasy"
378236,"Animation, Family, Comedy"
82633,"Crime, Drama, Western"
766,"Fantasy, Horror, Comedy"
9029,"Comedy, Romance"
119283,"Action, Crime"
443791,"Horror, Science Fiction, Action, Adventure"
9471,"Action, Adventure, Comedy"
588228,"Action, Science Fiction, Adventure"
1103,"Science Fiction, Action"
756,"Animation, Family"
9476,"Adventure, Drama, Romance, Action"
412117,"Adventure, Animation, Comedy, Family"
9354,"Adventure, Comedy, Family, Science Fiction"
582014,"Thriller, Crime, Drama"
11430,"Family, Animation, Comedy, Action"
77930,"Drama, Comedy"
9361,"Action, Adventure, Drama, History, Romance, War"
765,"Horror, Comedy, Fantasy"
556984,"Drama, History"
375588,"Adventure, Action, Thriller"
9655,"Comedy, Romance"
10066,"Horror, Thriller"
9714,"Comedy, Family"
303858,"Thriller, Drama"
458897,"Action, Adventure, Comedy"
540901,"Drama, Comedy, Crime"
8656,"Action, Drama, Science Fiction"
59965,"Thriller, Action, Mystery"
646385,"Horror, Mystery, Thriller"
158011,"Crime, Thriller"
132363,Drama
37056,"Comedy, Drama, Romance"
59108,"Action, Comedy"
10439,"Fantasy, Comedy, Family"
68722,Drama
58224,"Comedy, Family"
1738,"Action, Science Fiction, Thriller"
157547,Horror
109491,"Fantasy, Drama, Romance"
1970,"Horror, Mystery, Thriller"
157386,"Comedy, Drama, Romance"
9327,"Fantasy, Comedy, Romance, Science Fiction"
2758,"Comedy, Family, Fantasy"
6978,"Comedy, Action, Adventure, Fantasy"
342470,"Romance, Drama"
8337,"Science Fiction, Action"
23398,"Comedy, Family, Animation, Fantasy, Music"
609,Horror
9889,"Comedy, Romance"
587792,"Comedy, Romance, Science Fiction"
406563,"Horror, Mystery, Thriller"
581734,Drama
491418,Comedy
619,"Thriller, Action, Drama, Music, Romance"
9772,"Action, Thriller"
968,"Crime, Drama, Thriller"
957,"Comedy, Science Fiction"
41439,"Horror, Crime"
27573,"Comedy, Action, Romance"
551332,"Drama, Comedy, History"
1542,Comedy
43949,"Romance, Drama"
364689,"Animation, Family, Adventure, Comedy"
44040,"Horror, Mystery, Thriller"
5966,"Comedy, Romance"
10585,Horror
10202,"Fantasy, Comedy, Family, Romance"
38117,"Drama, Fantasy, Romance"
35056,"Comedy, Action, Adventure"
169917,"Crime, Drama, Mystery, Thriller"
605116,"Action, Crime, Science Fiction"
241554,"Action, Crime, Thriller"
429351,"War, Drama, Action, History"
943,"Adventure, Action, Comedy, Thriller, Crime"
421,"Adventure, Comedy, Drama"
11836,"Family, Animation, Comedy, Fantasy, Adventure"
429200,"Crime, Thriller"
445651,"Action, Adventure, Drama"
449443,"Action, Thriller, Crime"
2310,"Adventure, Action, Animation"
4258,Comedy
2756,"Adventure, Action, Thriller, Science Fiction"
841,"Action, Science Fiction, Adventure"
8068,"Thriller, Action, Crime"
4488,Horror
11007,"Comedy, Family"
193893,Comedy
15092,"Action, Thriller, Crime"
440,"Fantasy, Action, Science Fiction, Thriller, Horror"
1267,"Animation, Comedy, Family"
431693,"Animation, Action, Adventure, Comedy, Family"
975,"Drama, War"
353070,"Crime, Comedy"
103731,Drama
7512,"Comedy, Science Fiction, Adventure"
76640,"Action, Crime, Thriller"
80271,"Drama, Comedy, Romance"
65057,"Comedy, Drama"
49520,Comedy
339397,"Comedy, Drama, Romance"
8643,"Crime, Drama, Horror, Thriller"
116711,"Animation, Adventure, Family, Fantasy"
597208,"Thriller, Crime, Drama"
10734,"Drama, Thriller"
7484,"Animation, Family, Adventure, Comedy"
10999,"Action, Adventure, Thriller"
5123,"Family, Drama, Music"
452507,"Horror, Crime, Drama"
3597,"Horror, Thriller, Mystery"
257091,Comedy
210860,"Comedy, Adventure"
225565,"Comedy, Romance"
394117,Drama
9767,"Romance, Comedy"
74465,"Drama, Comedy, Family"
11024,"Mystery, Fantasy, Adventure, Comedy"
23437,"Horror, Mystery, Thriller"
20048,"Comedy, Romance"
976573,"Animation, Comedy, Family, Fantasy, Romance"
665,"Action, Drama, History, Adventure"
555604,"Animation, Fantasy, Drama, Music"
9473,"Animation, Comedy"
786,"Drama, Music"
5236,"Comedy, Crime, Mystery, Thriller"
384677,"Romance, Comedy"
9593,"Adventure, Fantasy, Action, Comedy, Family"
313922,"Horror, Crime, Thriller"
459992,"Comedy, Romance"
228326,"Animation, Adventure, Comedy, Family, Fantasy"
5,Comedy
801,"Comedy, Drama, War"
8204,"Family, Adventure, Fantasy"
239571,"Drama, Romance"
594767,"Comedy, Action, Fantasy"
308369,"Drama, Comedy"
10637,Drama
49527,"Action, Thriller, Crime"
9336,"Comedy, Crime"
9373,Horror
8874,"Comedy, Romance"
565426,"Romance, Comedy"
9614,Comedy
55787,"Drama, Romance"
227719,"Science Fiction, Thriller, Drama"
944,"Action, Adventure, Comedy, Crime, Thriller"
1580,"Thriller, Crime, Drama"
22894,"Horror, Action, Fantasy"
505600,Comedy
9315,"Thriller, Drama, Mystery"
37958,"Fantasy, Action, Drama"
14564,Horror
306947,"Thriller, Horror"
610253,"Horror, Thriller"
395990,"Action, Crime, Drama, Thriller"
696374,"Romance, Drama"
595,Drama
13207,Horror
9374,"Comedy, Fantasy, Horror"
9279,"Family, Comedy, Adventure"
12144,"Family, Animation, Adventure"
882598,"Horror, Mystery, Thriller"
2652,"Drama, Thriller"
109443,Comedy
419680,Comedy
192141,Thriller
316023,Comedy
539885,"Action, Thriller, Crime"
521,"Thriller, Crime"
9277,"Comedy, Crime, Drama"
77174,"Family, Animation, Adventure, Comedy"
449562,"Comedy, Crime, Action"
4476,"Adventure, Drama, Romance, War, Western"
599,Drama
6466,Horror
171274,"Drama, Mystery, Comedy"
567748,"Drama, Thriller"
9257,"Action, Thriller, Crime"
115782,"Drama, History"
11319,"Fantasy, Family, Animation, Adventure"
228970,Drama
928,"Comedy, Horror, Fantasy"
10567,"Family, Animation"
14560,"Action, Adventure, Comedy, Family"
587807,"Comedy, Family, Animation"
335796,Horror
24420,"Drama, Romance, Fantasy"
292011,"Drama, Crime"
5925,"Adventure, Drama, History, Thriller, War"
740985,Comedy
459151,"Animation, Comedy, Adventure, Family"
38167,"Drama, Romance"
11005,Drama
2292,Comedy
951,Comedy
88794,"Drama, Crime, History"
502033,"Drama, Music"
10316,Drama
9408,"Animation, Comedy, Family"
41436,"Horror, Mystery"
23048,"Science Fiction, Comedy, Adventure"
282984,"Drama, Comedy, Crime"
23047,"Adventure, Fantasy, Action"
888,"Fantasy, Comedy, Family"
11545,"Comedy, Drama"
1645,"Crime, Drama, Thriller"
9387,"Adventure, Fantasy, Action"
416477,"Comedy, Drama, Romance"
482373,"Thriller, Horror"
539537,"Horror, Fantasy, Adventure, Mystery"
2757,"Comedy, Crime, Drama"
615777,"Drama, Comedy"
567189,"Adventure, Action, Thriller, War"
451915,Drama
546121,"Thriller, Horror, Drama"
568091,Thriller
760104,Horror
72387,"Action, Crime, Thriller"
10996,"Family, Adventure, Animation, Comedy"
480414,"Horror, Mystery, Thriller"
542178,"Drama, Comedy"
38745,"Family, Comedy, Adventure, Fantasy"
602223,"Horror, Action, Thriller"
7552,Comedy
43923,"Comedy, Drama"
984,"Action, Crime, Thriller"
705861,"Drama, Comedy"
433310,"Comedy, Romance, Fantasy"
18501,"Action, Thriller, Science Fiction"
82703,"Animation, Adventure, Family"
112949,"Romance, Thriller"
10665,"Horror, Mystery, Thriller"
10358,Comedy
985,Horror
290512,"Drama, Adventure, Romance"
63492,"Comedy, Romance"
9482,Science Fiction
8470,"Drama, Thriller, Crime"
9894,"Comedy, Drama, Thriller"
9574,"Comedy, Family, Science Fiction"
12242,"Animation, Comedy, Family, Action"
10331,Horror
418078,"Drama, Horror, Mystery"
149509,"Drama, Fantasy, Thriller"
8328,"Music, Drama, Romance"
9007,"Drama, Comedy, Romance, Fantasy"
602269,"Crime, Drama, Thriller"
277217,"Family, Music, Adventure, Comedy, Fantasy, TV Movie"
12556,"Fantasy, Comedy, Romance"
332210,"Adventure, Animation, Comedy, Family"
1429,"Crime, Drama"
13363,"Science Fiction, Drama"
96,"Action, Comedy, Crime"
447277,"Adventure, Family, Fantasy, Romance"
400710,"Drama, Horror, Thriller"
87818,Comedy
8456,"Drama, Action"
696,"Comedy, Drama, Romance"
1607,"Drama, Crime"
80035,"Comedy, Action, Science Fiction"
9494,"Comedy, Romance"
3563,"Comedy, Romance"
2082,Horror
243688,Horror
87492,"Drama, Thriller"
11459,"Adventure, Comedy, Family"
428449,"Fantasy, Drama"
858,"Comedy, Drama, Romance"
11451,"Comedy, Family, Adventure, Fantasy, Romance"
762975,"Romance, Drama"
11199,"Action, Adventure, Comedy"
12159,"Drama, Fantasy, Romance"
9384,"Comedy, Crime"
522,"Comedy, Drama, History"
465136,"Fantasy, Romance"
504,"Crime, Drama"
42297,"Drama, Romance"
581600,"Comedy, Action, Thriller"
10320,"Drama, Horror, Thriller"
10950,Drama
168530,"Action, Comedy"
9757,Comedy
4970,"Horror, Thriller"
384680,"Western, Drama, History"
556803,"Romance, Comedy"
1262,"Comedy, Drama, Fantasy, Romance"
865,"Action, Science Fiction, Thriller"
329833,"Comedy, Adventure, Action"
5825,Comedy
8051,"Romance, Drama, Comedy"
294272,"Adventure, Family, Fantasy"
11011,"Comedy, Family"
614917,"Drama, History"
475303,"Comedy, Romance"
9312,"Action, Fantasy"
9567,"War, Action, Drama"
38321,"Action, Fantasy, Horror, Thriller"
339527,"Thriller, Crime, Mystery"
97,"Science Fiction, Action, Adventure"
11978,Drama
2022,"Comedy, Romance"
37821,"Action, Comedy, Thriller, Romance"
318121,"Comedy, Drama"
37950,"Drama, Romance"
43947,"Thriller, Crime, Horror"
6950,"Action, Drama, Science Fiction, Thriller"
2135,"Science Fiction, Adventure, Action"
14001,Horror
2133,"Action, Adventure, Drama, Thriller"
77931,"Fantasy, Family, Comedy, Animation"
9493,Comedy
84199,"Drama, Comedy, Romance"
522212,"Drama, Crime, History"
12279,"Action, Adventure, Comedy, Family, Science Fiction"
8202,"Science Fiction, Action, Thriller"
72571,"Horror, Mystery"
10139,"History, Drama"
502416,"Horror, Thriller"
12102,Drama
484718,Comedy
9397,"Comedy, Science Fiction, Action"
473,"Mystery, Drama, Thriller"
591273,"Mystery, Horror"
8872,"Comedy, Music"
10065,Horror
399019,Drama
284,"Comedy, Drama, Romance"
262,"Drama, Comedy"
82525,"Crime, Drama, Thriller"
89492,Comedy
55301,"Comedy, Fantasy, Family, Music, Animation"
9488,"Action, Adventure, Family, Comedy, Science Fiction"
16614,"Comedy, Drama"
43593,"Comedy, Horror"
62838,"Comedy, Romance"
13655,"Family, Music, Comedy, Drama, TV Movie, Romance"
619778,"Horror, Mystery, Thriller"
137093,Comedy
926,"Comedy, Science Fiction, Adventure"
426543,"Fantasy, Adventure, Family"
921,"Romance, Drama, History"
154400,"Drama, Crime"
677179,"Drama, Action"
1428,"Action, Drama, Mystery"
37137,"Comedy, Crime"
632357,"Horror, Mystery"
470044,"Crime, Drama"
4564,"Comedy, Drama, Romance"
2309,"Adventure, Family, Fantasy"
8856,"Adventure, Drama, Action, Romance, Family"
64689,"Crime, Thriller"
642,Western
615665,"Comedy, Romance"
146198,"Action, Crime, Adventure, Thriller"
303991,"Comedy, Drama"
503,"Adventure, Action, Drama, Thriller"
10708,"Comedy, Family"
345938,"Drama, Fantasy"
14337,"Science Fiction, Drama, Thriller"
901,"Comedy, Romance, Drama"
241251,Thriller
10024,Drama
49526,"Crime, Action, Thriller"
24803,"Romance, Drama"
294963,"Western, Horror, Drama"
11551,"Comedy, Adventure, Fantasy, Science Fiction, Action"
9595,"Action, Comedy, War"
34016,"Romance, Comedy"
527435,"Comedy, Adventure, Family, Fantasy"
8913,"Horror, Drama"
71880,Comedy
8274,Comedy
85446,"Music, Drama, Romance"
688,"Drama, Romance"
967,"History, War, Drama, Adventure"
10603,"Adventure, Comedy, Family, Romance"
15144,"Comedy, Romance"
431530,Comedy
11474,"Action, Thriller"
10314,"Comedy, Romance"
446893,"Family, Animation, Comedy, Fantasy, Adventure, Music"
10147,"Drama, Comedy, Crime"
82520,Drama
599975,"Horror, Thriller"
619730,"Thriller, Mystery, Drama"
18126,"Comedy, Drama, Family, Music, Romance"
11806,"Family, Comedy"
384682,Comedy
222936,"Drama, Comedy, Romance"
6282,"Comedy, Drama, Music, Romance"
184346,"Thriller, Crime, Horror"
23082,"Comedy, Fantasy, Romance"
8292,"Action, Crime"
4032,"Comedy, Drama"
397422,"Drama, Comedy"
216282,"Action, Thriller"
21032,"Family, Animation, Adventure"
9378,"Horror, Thriller"
201088,"Crime, Thriller, Action"
88005,"Comedy, Drama, Romance, Adventure"
8275,Comedy
64685,Drama
287903,"Horror, Comedy, Fantasy"
11397,Comedy
203,"Drama, Crime"
331313,"Action, Comedy"
6415,"Action, Comedy, War"
11282,"Comedy, Adventure"
11969,"Western, Action"
14411,"Family, Animation, Adventure, Comedy, Fantasy, Action"
